zero + zero =  answer= zero 
one million, five hundred and thirty-two thousand, four hundred and sixty + one million, six hundred and sixty-three thousand, eight hundred and sixty-three =  two billion, one hundred and fifty-five million, nine hundred and twenty-six thousand, three hundred and forty-nine. 
eight million, seven hundred and forty-nine thousand and ninety-seven + eight million, nine hundred and fifty thousand, seven hundred and ten =  Answer= sixteen million, four hundred and seventy-nine thousand, seven hundred and ninety-seven. 
seven million, nine hundred and fifty-two thousand, five hundred and twenty-two + one million, eighty-three thousand, seven hundred and seventy-five =  Answer= eight million, eight hundred and thirty-six thousand, two hundred and ninety-seven. 
two million, four hundred and ninety-four thousand, four hundred and ninety-one + six million, four hundred and twenty-nine thousand, nine hundred and eighty-six =  answer= eight billion, seven hundred and seventeen million, five hundred and forty-five thousand, three hundred and eighty-three. 
four million, seven hundred and sixty-eight thousand, two hundred and fifty-one + four million, nine hundred and thirty-seven thousand, one hundred and eighty-two =  answer= nine million, six hundred and twenty-five thousand, three hundred and eighty-three. 
two million, five hundred thousand, two hundred and ninety-eight + two million, five hundred and thirty thousand, five hundred and twelve =  answer= four million, nine hundred and eighty-one thousand, seven hundred and twenty. 
three million, six hundred and thirty-eight thousand, two hundred and two + nine million, three hundred and seventy-five thousand, nine hundred and ninety-six =  answer= twelve million, nine hundred and sixty-three thousand, one hundred and twenty-two. 
nine million, eight hundred and twenty-four thousand, five hundred and two + eight million, two hundred and forty-eight thousand, one hundred and twelve =  Answer= seventeen million, three hundred and sixty-two thousand, six hundred and four. 
six million, three hundred and five thousand and forty-five + one million, one hundred and ninety-six thousand, six hundred and twenty-four =  seven million, four hundred and eighty-nine thousand, nine hundred and sixty-eight. 
seven million, five hundred and twenty thousand, two hundred and forty-seven + eight million, eight hundred and thirty-eight thousand, nine hundred and seventy-seven =  Answer= fifteen million, three hundred and fifty-two thousand, one hundred and ninety-four. 
